utterance,target
What's the average chol in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
Of the listed chol what is the mean in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
What is the mean chol in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
Give the average chol in the heart_disease dataset.,"mean ( data = heart_disease , var1 = 'chol' )"
Tell me the average chol in the heart_disease dataset.,"mean ( data = heart_disease , var1 = 'chol' )"
"Of the listed chol values, which is the highest in the heart_disease dataset? ","max ( data = heart_disease , var1 = 'chol' )"
What is the highest chol listed in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
Which listed chol is the greatest in the heart_disease data? ,"max ( data = heart_disease , var1 = 'chol' )"
Give me the highest chol value in the heart_disease dataset.,"max ( data = heart_disease , var1 = 'chol' )"
What is the highest chol value in the heart_disease ? ,"max ( data = heart_disease , var1 = 'chol' )"
What's the highest chol value in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
"Of the listed chol values, which is the lowest in the heart_disease dataset? ","min ( data = heart_disease , var1 = 'chol' )"
What is the lowest chol listed in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
Which listed chol is the least in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
Give me the lowest chol value in the heart_disease dataset.,"min ( data = heart_disease , var1 = 'chol' )"
What is the lowest chol value in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
What's the lowest chol value in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
What is the actual chol and age in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
Give me the actual chol and age in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
"Tell me what age is outside, and what's the actual chol in the heart_disease dataset? ","corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
"What age does it feel like outside, and tell me the actual chol in the heart_disease dataset.","corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
Is the age higher than the actual chol (and vice-versa) in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
By how much is the age higher than the actual chol (and vice-versa) in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
What's the relationship between chol and age in heart_disease ?,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
How correlated are chol and age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
How are chol and age correlated in the heart_disease ? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
To what extent are chol and age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
What's the age at chol = -90.64801333357953 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'chol' : -90.64801333357953 } ) )"
"At chol = 0.28875194128217174 degrees, what's the predicted age in the heart_disease dataset? ","lr_pred ( model = linreg, newdata = { 'chol' : 0.28875194128217174 } ) )"
What is the age at the current chol in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'chol' : 0.28875194128217174 } ) )"
What is the age at the predicted chol at -88.31467494623651 pm in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'chol' : -88.31467494623651 } ) )"
"At chol is -64.75236413827854 degrees, what will the age be in the heart_disease dataset? ","lr_pred ( model = linreg, newdata = { 'chol' : -64.75236413827854 } ) )"
what is the average chol in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
what's the mean chol in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
how is the chol usually in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
what is the typical chol in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
how hot does chol get in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
how hot has chol ever gotten in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
what is the highest chol recorded in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
how cold does chol get in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
what's the coldest chol has ever been in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
what is the lowest chol recorded in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
does the age like what was forecasted as a chol in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
to what extent does the age forecasted match the actual chol in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
is the chol accurate to how it feels age in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
what is the relationship between chol and age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
how does chol affect age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
is chol correlated with age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
"when chol is -22.341894845453396 degrees , what will the age be in the heart_disease dataset?  ","lr_pred ( model = linreg, newdata = { 'chol' : -22.341894845453396 } ) )"
what will the age be when chol is 8.258755768240604 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'chol' : 8.258755768240604 } ) )"
can I have the forecasted age level for when it's chol is 8.357901054595217 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'chol' : 8.357901054595217 } ) )"
what is the average chol in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
what is the highest chol recorded in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
what is the lowest chol recorded in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
is there a correlation beteeen chol and age in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
is there a linear relationship between chol and age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
what is your prediction of age when the chol is -61.484323202196364 in heart_disease data.,"lr_pred ( model = linreg, newdata = { 'chol' : -61.484323202196364 } ) )"
What is the average chol in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
What's the average chol today in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
Could you check the average chol today in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'chol' )"
What is the highest chol value in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
What's the highest chol today in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
How high does the chol go in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'chol' )"
What is the lowest chol value in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
What is the lowest chol today in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
What is the coldest chol today in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'chol' )"
What is the correlation between chol and age in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
what is the relationship between chol and age in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
Do you see any correlation between chol and age in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
What is the linear relationship of chol and age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
Do you notice any linear relationship between chol and age in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
Look for a linear relationship between chol and age in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'chol' , var2 = 'age' )"
What is your prediction of age when chol is 5.760896430546609 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'chol' : 5.760896430546609 } ) )"
Predict the age when chol is -77.66568832628617 in the heart_disease data.,"lr_pred ( model = linreg, newdata = { 'chol' : -77.66568832628617 } ) )"
What do you think the age should be when the chol is 18.543246738665047 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'chol' : 18.543246738665047 } ) )"
Can you take the average of all fbs in the heart_disease data base ,"mean ( data = heart_disease , var1 = 'fbs' )"
Please find the coldest fbs in the heart_disease data base ,"min ( data = heart_disease , var1 = 'fbs' )"
Find the hottest fbs in the heart_disease database ,"max ( data = heart_disease , var1 = 'fbs' )"
What is the correlation between fbs and sex in the database in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Find a linear regression between sex and fbs in heart_disease data.,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Based on the regression can you find the predicted value using linreg when fbs is 2 degrees in heart_disease data,"lr_pred ( model = linreg, newdata = { 'fbs' : 2 } ) )"
What's the average of fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What's mean of the fbs in the heart_disease data set,"mean ( data = heart_disease , var1 = 'fbs' )"
What's the average fbs in in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What's the lowest fbs in heart_disease,"max ( data = heart_disease , var1 = 'fbs' )"
What's the minimum fbs of all fbs in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
What's the coldest fbs in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
What's the highest fbs in heart_disease in the heart_disease data,"min ( data = heart_disease , var1 = 'fbs' )"
What's the max fbs of all fbs in the heart_disease,"max ( data = heart_disease , var1 = 'fbs' )"
What's the hottest fbs in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
What's the correlation between fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Is there a correlation between fbs and sex in the heart_disease ?,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Could you find the correlation between fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What's the relationship between fbs and sex in the heart_disease data? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Can you make a relationship between fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What's the linear regression of fbs on sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Can you predict from the model what sex is associated with fbs = 4 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 4 } ) )"
What's the predicted sex when fbs is 4 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 4 } ) )"
What's the predicted value of sex when fbs is 3 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 3 } ) )"
What is the mean fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Give me the mean of fbs in the heart_disease,"mean ( data = heart_disease , var1 = 'fbs' )"
Tell me what the mean of the fbs is in the heart_disease data,"mean ( data = heart_disease , var1 = 'fbs' )"
What is the minimum of fbs in the heart_disease ,"min ( data = heart_disease , var1 = 'fbs' )"
What is the minimum fbs entry in the heart_disease dataset?,"min ( data = heart_disease , var1 = 'fbs' )"
Tell me what the minimum fbs is in the heart_disease dataset.  ,"min ( data = heart_disease , var1 = 'fbs' )"
What is the maximum of fbs in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
What is the maximum fbs entry in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
Give me the maximum of fbs in the heart_disease dataset.,"max ( data = heart_disease , var1 = 'fbs' )"
What is the correlation between fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
How correlated is fbs from sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Give me the correlation between fbs and sex in the heart_disease dataset. ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What is the linear model of fbs predicting sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What is the regression model of fbs predicting sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What is the regression equation of fbs predicting sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Given that fbs is 3 predict what the value of sex would be in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'fbs' : 3 } ) )"
What is the sex when the fbs is 0 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 0 } ) )"
"When the fbs is 0 , what is the value of sex in the heart_disease dataset? ","lr_pred ( model = linreg, newdata = { 'fbs' : 0 } ) )"
What is the average fbs of the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Can you tell me what the average fbs of the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Find the total mean fbs in the heart_disease dataset.,"mean ( data = heart_disease , var1 = 'fbs' )"
What is the lowest fbs of the heart_disease dataset,"min ( data = heart_disease , var1 = 'fbs' )"
Can you tell me what the fbs was on the coldest day in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
How cold did fbs get based on the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
What is the highest fbs of the heart_disease dataset,"max ( data = heart_disease , var1 = 'fbs' )"
Can you tell me what the fbs was on the hottest day in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
How hot did fbs get based on the heart_disease dataset?,"max ( data = heart_disease , var1 = 'fbs' )"
What is the correlation between fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Describe the relationship of fbs and sex based on their correlation in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Tell me the numeric correlation value of fbs and sex in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Create a linear model of fbs through sex in the heart_disease data frame in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Describe the relationship of fbs and sex in the heart_disease data frame by creating a linear model in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Can you tell me difference in relationship of sex and fbs in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Predict the the linear model when the fbs is at 4 degrees in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'fbs' : 4 } ) )"
Find the fbs linear model at 8 degrees in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'fbs' : 8 } ) )"
Describe the linear model at fbs = 9 degrees by using prediction in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'fbs' : 9 } ) )"
What is the mean of the fbs in the data heart_disease ? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Can you give me the average fbs of the data heart_disease ? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Give the mean fbs of the data heart_disease .,"mean ( data = heart_disease , var1 = 'fbs' )"
What is the minimum of the fbs in the data heart_disease ? ,"min ( data = heart_disease , var1 = 'fbs' )"
Can you give me the lowest fbs of the data heart_disease ? ,"min( data = heart_disease , var1 = 'fbs' )"
Give the minimum fbs of the data heart_disease .,"min ( data = heart_disease , var1 = 'fbs' )"
What is the maximum of the fbs in the data heart_disease ? ,"max ( data = heart_disease , var1 = 'fbs' )"
Can you give me the highest recorded fbs of the data heart_disease ? ,"max ( data = heart_disease , var1 = 'fbs' )"
Give the maximum recorded fbs of the data heart_disease .,"max ( data = heart_disease , var1 = 'fbs' )"
Calculate the correlation value between the variables fbs and in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What is the correlation between the variables fbs and in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Can you give the correlation value between the variables fbs and in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Fit a linear model between sex and fbs in the heart_disease dataset. ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Create a regression model of fbs on sex in the heart_disease dataset.,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Can you create a linear model of fbs on sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Can you calculate the predicted values of sex for the model described in the previous question given fbs = 0 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 0 } ) )"
Please give the predicted values of the fbs for the model described in the previous question in the heart_disease dataset.,"lr_pred ( model = linreg, newdata = { 'fbs' : 0 } ) )"
What's the average fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What's the mean fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What's the fbs on any average day in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What is the maximum fbs in the heart_disease ,"max ( data = heart_disease , var1 = 'fbs' )"
What's the hottest fbs in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
Give me the highest fbs degree in the heart_disease dataset. ,"max ( data = heart_disease , var1 = 'fbs' )"
What is the lowest fbs in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
What's the coldest fbs in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
Give me the lowest fbs degree in the heart_disease dataset. ,"min ( data = heart_disease , var1 = 'fbs' )"
What's the relationship b/w fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
How does fbs influence sex in heart_disease,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Does fbs have an affect on sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What's the relationship between the fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
How does fbs influence sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Does fbs have an affect on sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What is the sex when fbs is 6 in heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 6 } ) )"
fbs is 9 and sex is what in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 9 } ) )"
Give me the expected sex when fbs is 5 in the heart_disease dataset. ,"lr_pred ( model = linreg, newdata = { 'fbs' : 5 } ) )"
What is the average fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Find the average fbs in the heart_disease dataset. ,"mean ( data = heart_disease , var1 = 'fbs' )"
Tell me the average fbs in the heart_disease dataset. ,"mean ( data = heart_disease , var1 = 'fbs' )"
What is the highest fbs value in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
Find the highest fbs value in the heart_disease dataset. ,"max ( data = heart_disease , var1 = 'fbs' )"
Tell me the highest fbs value in the heart_disease dataset. ,"max ( data = heart_disease , var1 = 'fbs' )"
What is the lowest fbs value in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
Find the lowest fbs value in the heart_disease dataset. ,"min ( data = heart_disease , var1 = 'fbs' )"
Tell me the lowest fbs value in the heart_disease dataset. ,"min ( data = heart_disease , var1 = 'fbs' )"
What is the correlation between fbs and in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Find the correlation between fbs and sex in the heart_disease dataset. ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Tell me the correlation between fbs and sex in the heart_disease dataset. ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
How does sex respond to a change in fbs in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
How strong is the linear relationship between sex and fbs in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Can a change in fbs predict a change in sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Predict the sex level when the fbs is 0 in the heart_disease dataset. ,"lr_pred ( model = linreg, newdata = { 'fbs' : 0 } ) )"
What is the sex when the fbs is 8 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 8 } ) )"
What would the sex be given a fbs of 5 in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 5 } ) )"
What's the average fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Of the listed fbs what is the mean in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What is the mean fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Give the average fbs in the heart_disease dataset.,"mean ( data = heart_disease , var1 = 'fbs' )"
Tell me the average fbs in the heart_disease dataset.,"mean ( data = heart_disease , var1 = 'fbs' )"
"Of the listed fbs values, which is the highest in the heart_disease dataset? ","max ( data = heart_disease , var1 = 'fbs' )"
What is the highest fbs listed in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
Which listed fbs is the greatest in the heart_disease data? ,"max ( data = heart_disease , var1 = 'fbs' )"
Give me the highest fbs value in the heart_disease dataset.,"max ( data = heart_disease , var1 = 'fbs' )"
What is the highest fbs value in the heart_disease ? ,"max ( data = heart_disease , var1 = 'fbs' )"
What's the highest fbs value in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
"Of the listed fbs values, which is the lowest in the heart_disease dataset? ","min ( data = heart_disease , var1 = 'fbs' )"
What is the lowest fbs listed in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
Which listed fbs is the least in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
Give me the lowest fbs value in the heart_disease dataset.,"min ( data = heart_disease , var1 = 'fbs' )"
What is the lowest fbs value in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
What's the lowest fbs value in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
What is the actual fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Give me the actual fbs and sex in the heart_disease dataset.,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
"Tell me what sex is outside, and what's the actual fbs in the heart_disease dataset? ","corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
"What sex does it feel like outside, and tell me the actual fbs in the heart_disease dataset.","corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
Is the sex higher than the actual fbs (and vice-versa) in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
By how much is the sex higher than the actual fbs (and vice-versa) in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What's the relationship between fbs and sex in heart_disease ?,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
How correlated are fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
How are fbs and sex correlated in the heart_disease ? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
To what extent are fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
What's the sex at fbs = 4 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 4 } ) )"
"At fbs = 2 degrees, what's the predicted sex in the heart_disease dataset? ","lr_pred ( model = linreg, newdata = { 'fbs' : 2 } ) )"
What is the sex at the current fbs in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 2 } ) )"
What is the sex at the predicted fbs at 5 pm in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 5 } ) )"
"At fbs is 8 degrees, what will the sex be in the heart_disease dataset? ","lr_pred ( model = linreg, newdata = { 'fbs' : 8 } ) )"
what is the average fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
what's the mean fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
how is the fbs usually in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
what is the typical fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
how hot does fbs get in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
how hot has fbs ever gotten in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
what is the highest fbs recorded in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
how cold does fbs get in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
what's the coldest fbs has ever been in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
what is the lowest fbs recorded in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
does the sex like what was forecasted as a fbs in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
to what extent does the sex forecasted match the actual fbs in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
is the fbs accurate to how it feels sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
what is the relationship between fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
how does fbs affect sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
is fbs correlated with sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
"when fbs is 8 degrees , what will the sex be in the heart_disease dataset?  ","lr_pred ( model = linreg, newdata = { 'fbs' : 8 } ) )"
what will the sex be when fbs is 0 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 0 } ) )"
can I have the forecasted sex level for when it's fbs is 3 degrees in the heart_disease dataset? ,"lr_pred ( model = linreg, newdata = { 'fbs' : 3 } ) )"
what is the average fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
what is the highest fbs recorded in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
what is the lowest fbs recorded in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
is there a correlation beteeen fbs and sex in the heart_disease dataset? ,"corr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
is there a linear relationship between fbs and sex in the heart_disease dataset? ,"lr ( data = heart_disease , var1 = 'fbs' , var2 = 'sex' )"
what is your prediction of sex when the fbs is 2 in heart_disease data.,"lr_pred ( model = linreg, newdata = { 'fbs' : 2 } ) )"
What is the average fbs in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What's the average fbs today in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
Could you check the average fbs today in the heart_disease dataset? ,"mean ( data = heart_disease , var1 = 'fbs' )"
What is the highest fbs value in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
What's the highest fbs today in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
How high does the fbs go in the heart_disease dataset? ,"max ( data = heart_disease , var1 = 'fbs' )"
What is the lowest fbs value in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
What is the lowest fbs today in the heart_disease dataset? ,"min ( data = heart_disease , var1 = 'fbs' )"
