"utterance","target"
Number of data where quality lower than 42.95636250015946 data,"less ( data = wine_quality , var1 = quality , val = 42.95636250015946 )"
Number of entries with quality larger than 67.85671642596171 ,"greater ( data = wine_quality , var1 = quality , val = 67.85671642596171 )"
Number of entries  quality  ==  -75.10036549763561 ,"equal ( data = wine_quality , var1 = quality , val = -75.10036549763561 )"
How many rows with quality bigger than or same as 76.2664006391891 ,"greater_eq ( data = wine_quality , var1 = quality , val = 76.2664006391891 )"
corr of quality and chlorides in wine_quality data,"corr ( data = wine_quality, var1 = quality , var2 = chlorides )"
correlation between quality and residual_sugar in wine_quality dataset,"corr ( data = wine_quality, var1 = quality , var2 = residual_sugar )"
correlation between quality and free_sulfur_dioxide in wine_quality,"corr ( data = wine_quality, var1 = quality , var2 = free_sulfur_dioxide )"
scatter plot between quality with sulphates in dataset wine_quality,"scatterplot ( data = wine_quality, var1 = quality , var2 = sulphates )"
cor between quality and alcohol in wine_quality df,"corr ( data = wine_quality, var1 = quality , var2 = alcohol )"
scatterplot of quality with free_sulfur_dioxide in dataset wine_quality,"scatterplot ( data = wine_quality, var1 = quality , var2 = free_sulfur_dioxide )"
scatter plot between quality with fixed_acidity in dataset wine_quality,"scatterplot ( data = wine_quality, var1 = quality , var2 = fixed_acidity )"
cor between quality with alcohol in wine_quality data,"corr ( data = wine_quality, var1 = quality , var2 = alcohol )"
scatter plot of quality with sulphates in wine_quality,"scatterplot ( data = wine_quality, var1 = quality , var2 = sulphates )"
correlation between quality with total_sulfur_dioxide in df wine_quality,"corr ( data = wine_quality, var1 = quality , var2 = total_sulfur_dioxide )"
store wine_quality   in ,load ( data = wine_quality )
load wine_quality data  and store in ,load ( data = wine_quality )
store wine_quality data  in df,load ( data = wine_quality )
load wine_quality   and store in variable {data}df,load ( data = wine_quality )
load wine_quality data  and store in variable a,load ( data = wine_quality )
mean of the triaxial acceleration in dataset smartphones,"mean ( data = smartphones , var1 = triaxial acceleration )"
hist of the triaxial acceleration in smartphones data,"histogram ( data = smartphones , var1 = triaxial acceleration )"
min of the triaxial acceleration in smartphones data base,"minimum ( data = smartphones , var1 = triaxial acceleration )"
sum of triaxial acceleration in smartphones df,"summation ( data = smartphones , var1 = triaxial acceleration )"
mean of the triaxial acceleration in smartphones df,"mean ( data = smartphones , var1 = triaxial acceleration )"
minimum of triaxial acceleration in dataset smartphones,"minimum ( data = smartphones , var1 = triaxial acceleration )"
smallest of triaxial acceleration in df smartphones,"minimum ( data = smartphones , var1 = triaxial acceleration )"
mean of triaxial acceleration in dataset smartphones,"mean ( data = smartphones , var1 = triaxial acceleration )"
correlation of the triaxial acceleration in smartphones df,"corr ( data = smartphones , var1 = triaxial acceleration )"
highest of triaxial acceleration in smartphones,"maximum ( data = smartphones , var1 = triaxial acceleration )"
distribution of triaxial acceleration in dataset smartphones,"histogram ( data = smartphones , var1 = triaxial acceleration )"
max of the triaxial acceleration in dataset smartphones,"maximum ( data = smartphones , var1 = triaxial acceleration )"
aggregate of triaxial acceleration in data smartphones,"summation ( data = smartphones , var1 = triaxial acceleration )"
var of triaxial acceleration in smartphones data,"variance ( data = smartphones , var1 = triaxial acceleration )"
boxplot of triaxial acceleration in smartphones data,"boxplot ( data = smartphones , var1 = triaxial acceleration )"
ranges of the triaxial acceleration in smartphones data base,"ranges ( data = smartphones , var1 = triaxial acceleration )"
sparsity of the triaxial acceleration in smartphones,"variance ( data = smartphones , var1 = triaxial acceleration )"
ranges of triaxial acceleration in smartphones df,"ranges ( data = smartphones , var1 = triaxial acceleration )"
cor of triaxial acceleration in smartphones dataset,"corr ( data = smartphones , var1 = triaxial acceleration )"
distribution of the triaxial acceleration in smartphones data base,"histogram ( data = smartphones , var1 = triaxial acceleration )"
variance of triaxial acceleration in smartphones data base,"variance ( data = smartphones , var1 = triaxial acceleration )"
typical of the triaxial acceleration in smartphones dataset,"mean ( data = smartphones , var1 = triaxial acceleration )"
typical of triaxial acceleration in smartphones dataset,"mean ( data = smartphones , var1 = triaxial acceleration )"
minimum of triaxial acceleration in smartphones,"minimum ( data = smartphones , var1 = triaxial acceleration )"
aggregate of triaxial acceleration in smartphones data base,"summation ( data = smartphones , var1 = triaxial acceleration )"
std of triaxial acceleration in smartphones df,"std ( data = smartphones , var1 = triaxial acceleration )"
correlation of triaxial acceleration in smartphones data,"corr ( data = smartphones , var1 = triaxial acceleration )"
amount of the triaxial acceleration in data smartphones,"summation ( data = smartphones , var1 = triaxial acceleration )"
histogram of the triaxial acceleration in smartphones data base,"histogram ( data = smartphones , var1 = triaxial acceleration )"
largest of triaxial acceleration in dataset smartphones,"maximum ( data = smartphones , var1 = triaxial acceleration )"
variance of smartphones,variance ( data = smartphones )
How many entries where triaxial acceleration larger than or equal to 77.51647419176254 df,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 77.51647419176254 )"
Number of info with triaxial acceleration equal to 57.92645432252874 df,"equal ( data = smartphones , var1 = triaxial acceleration , val = 57.92645432252874 )"
Number of rows where triaxial acceleration  >  73.81254164874596 df,"greater ( data = smartphones , var1 = triaxial acceleration , val = 73.81254164874596 )"
How many data  triaxial acceleration larger than or same as -60.89916498926136 df,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = -60.89916498926136 )"
How many rows  triaxial acceleration larger than or same as 9.95611647534784 ,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 9.95611647534784 )"
How many info with triaxial acceleration  >  8.324293130008982 df,"greater ( data = smartphones , var1 = triaxial acceleration , val = 8.324293130008982 )"
How many data  triaxial acceleration larger than or same as 29.075126545216506 ,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 29.075126545216506 )"
How many entries where triaxial acceleration higher than -59.01198511734363 ,"greater ( data = smartphones , var1 = triaxial acceleration , val = -59.01198511734363 )"
Number of entries  triaxial acceleration lower than or same as 94.23189962589277 data,"less_eq ( data = smartphones , var1 = triaxial acceleration , val = 94.23189962589277 )"
Number of info with triaxial acceleration  =  93.89752595765992 data,"equal ( data = smartphones , var1 = triaxial acceleration , val = 93.89752595765992 )"
How many data with triaxial acceleration  <=  -86.15970955930237 df,"less_eq ( data = smartphones , var1 = triaxial acceleration , val = -86.15970955930237 )"
How many data  triaxial acceleration higher than or same as -82.65822202609763 dataset,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = -82.65822202609763 )"
How many entries  triaxial acceleration higher than or same as -88.70839365995462 data,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = -88.70839365995462 )"
How many entries with triaxial acceleration  >=  7.694302114801772 df,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 7.694302114801772 )"
How many data with triaxial acceleration  ==  8.002672711041598 ,"equal ( data = smartphones , var1 = triaxial acceleration , val = 8.002672711041598 )"
How many data where triaxial acceleration higher than or same as 92.5257228424143 data,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 92.5257228424143 )"
How many data with triaxial acceleration greater than or equal to 95.1748094244387 dataset,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 95.1748094244387 )"
How many info where triaxial acceleration  >  -62.20473652568623 df,"greater ( data = smartphones , var1 = triaxial acceleration , val = -62.20473652568623 )"
Number of entries with triaxial acceleration greater than or equal to 25.20483091340759 ,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 25.20483091340759 )"
Number of rows  triaxial acceleration bigger than or equal to 51.25397297897473 data,"greater_eq ( data = smartphones , var1 = triaxial acceleration , val = 51.25397297897473 )"
correlation between triaxial acceleration and triaxial angular velocity in smartphones data,"corr ( data = smartphones, var1 = triaxial acceleration , var2 = triaxial angular velocity )"
scatter plot of triaxial acceleration with 561_feature in smartphones,"scatterplot ( data = smartphones, var1 = triaxial acceleration , var2 = 561_feature )"
scatterplot of triaxial acceleration with triaxial angular velocity in smartphones data base,"scatterplot ( data = smartphones, var1 = triaxial acceleration , var2 = triaxial angular velocity )"
correlation of triaxial acceleration and 561_feature in smartphones data base,"corr ( data = smartphones, var1 = triaxial acceleration , var2 = 561_feature )"
cor of triaxial acceleration and triaxial angular velocity in dataset smartphones,"corr ( data = smartphones, var1 = triaxial acceleration , var2 = triaxial angular velocity )"
scatterplot between triaxial acceleration and identifier in dataset smartphones,"scatterplot ( data = smartphones, var1 = triaxial acceleration , var2 = identifier )"
correlation of triaxial acceleration with 561_feature in smartphones data,"corr ( data = smartphones, var1 = triaxial acceleration , var2 = 561_feature )"
scatterplot between triaxial acceleration with 561_feature in smartphones df,"scatterplot ( data = smartphones, var1 = triaxial acceleration , var2 = 561_feature )"
cor between triaxial acceleration with identifier in dataset smartphones,"corr ( data = smartphones, var1 = triaxial acceleration , var2 = identifier )"
corr of triaxial acceleration and label in smartphones dataset,"corr ( data = smartphones, var1 = triaxial acceleration , var2 = label )"
load smartphones   in {data}_data,load ( data = smartphones )
store smartphones   and store in {data}df,load ( data = smartphones )
store smartphones   in a,load ( data = smartphones )
store smartphones   and store in variable {data}_data,load ( data = smartphones )
store smartphones   in a,load ( data = smartphones )
amount of the triaxial angular velocity in df smartphones,"summation ( data = smartphones , var1 = triaxial angular velocity )"
distribution of the triaxial angular velocity in smartphones df,"histogram ( data = smartphones , var1 = triaxial angular velocity )"
highest of triaxial angular velocity in smartphones data,"maximum ( data = smartphones , var1 = triaxial angular velocity )"
quantity of the triaxial angular velocity in smartphones data,"summation ( data = smartphones , var1 = triaxial angular velocity )"
max of triaxial angular velocity in smartphones data,"maximum ( data = smartphones , var1 = triaxial angular velocity )"
aggregate of triaxial angular velocity in smartphones df,"summation ( data = smartphones , var1 = triaxial angular velocity )"
sparsity of triaxial angular velocity in df smartphones,"variance ( data = smartphones , var1 = triaxial angular velocity )"
quantile of triaxial angular velocity in data smartphones,"quantile ( data = smartphones , var1 = triaxial angular velocity )"
histogram of triaxial angular velocity in smartphones df,"histogram ( data = smartphones , var1 = triaxial angular velocity )"
histogram of triaxial angular velocity in smartphones data,"histogram ( data = smartphones , var1 = triaxial angular velocity )"
correlation of triaxial angular velocity in smartphones,"corr ( data = smartphones , var1 = triaxial angular velocity )"
histogram of the triaxial angular velocity in dataset smartphones,"histogram ( data = smartphones , var1 = triaxial angular velocity )"
var of the triaxial angular velocity in data smartphones,"variance ( data = smartphones , var1 = triaxial angular velocity )"
quantity of triaxial angular velocity in smartphones data,"summation ( data = smartphones , var1 = triaxial angular velocity )"
standard deviation of the triaxial angular velocity in data smartphones,"std ( data = smartphones , var1 = triaxial angular velocity )"
range of triaxial angular velocity in smartphones df,"ranges ( data = smartphones , var1 = triaxial angular velocity )"
sparsity of triaxial angular velocity in smartphones dataset,"variance ( data = smartphones , var1 = triaxial angular velocity )"
minimum of the triaxial angular velocity in smartphones,"minimum ( data = smartphones , var1 = triaxial angular velocity )"
spans of triaxial angular velocity in smartphones df,"ranges ( data = smartphones , var1 = triaxial angular velocity )"
hist of the triaxial angular velocity in data smartphones,"histogram ( data = smartphones , var1 = triaxial angular velocity )"
corr of the triaxial angular velocity in smartphones data base,"corr ( data = smartphones , var1 = triaxial angular velocity )"
maximum of the triaxial angular velocity in smartphones df,"maximum ( data = smartphones , var1 = triaxial angular velocity )"
mean of triaxial angular velocity in df smartphones,"mean ( data = smartphones , var1 = triaxial angular velocity )"
minimum of the triaxial angular velocity in data smartphones,"minimum ( data = smartphones , var1 = triaxial angular velocity )"
hist of the triaxial angular velocity in smartphones data,"histogram ( data = smartphones , var1 = triaxial angular velocity )"
ranges of the triaxial angular velocity in df smartphones,"ranges ( data = smartphones , var1 = triaxial angular velocity )"
aggregate of triaxial angular velocity in smartphones df,"summation ( data = smartphones , var1 = triaxial angular velocity )"
variance of the triaxial angular velocity in smartphones data base,"variance ( data = smartphones , var1 = triaxial angular velocity )"
sd of the triaxial angular velocity in df smartphones,"std ( data = smartphones , var1 = triaxial angular velocity )"
corr of triaxial angular velocity in data smartphones,"corr ( data = smartphones , var1 = triaxial angular velocity )"
minimum of smartphones,minimum ( data = smartphones )
Number of entries with triaxial angular velocity higher than or equal to 44.38192820843926 ,"greater_eq ( data = smartphones , var1 = triaxial angular velocity , val = 44.38192820843926 )"
How many entries with triaxial angular velocity bigger than -22.814862776642798 data,"greater ( data = smartphones , var1 = triaxial angular velocity , val = -22.814862776642798 )"
Number of entries  triaxial angular velocity higher than or equal to -15.088836929656807 data,"greater_eq ( data = smartphones , var1 = triaxial angular velocity , val = -15.088836929656807 )"
Number of info  triaxial angular velocity larger than -56.51147038772544 dataset,"greater ( data = smartphones , var1 = triaxial angular velocity , val = -56.51147038772544 )"
Number of rows  triaxial angular velocity greater than or same as 6.1320025101198326 dataset,"greater_eq ( data = smartphones , var1 = triaxial angular velocity , val = 6.1320025101198326 )"
How many data  triaxial angular velocity smaller than or equal to 59.28153671465418 ,"less_eq ( data = smartphones , var1 = triaxial angular velocity , val = 59.28153671465418 )"
Number of rows where triaxial angular velocity less than 17.063701340922393 df,"less ( data = smartphones , var1 = triaxial angular velocity , val = 17.063701340922393 )"
How many rows where triaxial angular velocity less than 33.0281048332499 df,"less ( data = smartphones , var1 = triaxial angular velocity , val = 33.0281048332499 )"
Number of entries where triaxial angular velocity less than -50.733524006170924 dataset,"less ( data = smartphones , var1 = triaxial angular velocity , val = -50.733524006170924 )"
How many data where triaxial angular velocity equal to -23.06088260433306 dataset,"equal ( data = smartphones , var1 = triaxial angular velocity , val = -23.06088260433306 )"
How many info  triaxial angular velocity  <=  28.164517152876698 dataset,"less_eq ( data = smartphones , var1 = triaxial angular velocity , val = 28.164517152876698 )"
How many info  triaxial angular velocity smaller than or equal to 33.661774404198496 data,"less_eq ( data = smartphones , var1 = triaxial angular velocity , val = 33.661774404198496 )"
How many entries with triaxial angular velocity == 86.15811289024285 ,"equal ( data = smartphones , var1 = triaxial angular velocity , val = 86.15811289024285 )"
Number of rows  triaxial angular velocity >= 11.533872528316152 data,"greater_eq ( data = smartphones , var1 = triaxial angular velocity , val = 11.533872528316152 )"
How many entries with triaxial angular velocity larger than -1.2363424296058128 data,"greater ( data = smartphones , var1 = triaxial angular velocity , val = -1.2363424296058128 )"
Number of info with triaxial angular velocity smaller than or same as -96.08886277653536 dataset,"less_eq ( data = smartphones , var1 = triaxial angular velocity , val = -96.08886277653536 )"
How many entries with triaxial angular velocity higher than or same as -60.24631562603775 df,"greater_eq ( data = smartphones , var1 = triaxial angular velocity , val = -60.24631562603775 )"
Number of data with triaxial angular velocity larger than -42.03436569409009 ,"greater ( data = smartphones , var1 = triaxial angular velocity , val = -42.03436569409009 )"
Number of data with triaxial angular velocity bigger than or equal to 59.22691591199845 df,"greater_eq ( data = smartphones , var1 = triaxial angular velocity , val = 59.22691591199845 )"
How many entries where triaxial angular velocity less than -16.127718860738455 ,"less ( data = smartphones , var1 = triaxial angular velocity , val = -16.127718860738455 )"
scatterplot between triaxial angular velocity with identifier in smartphones data,"scatterplot ( data = smartphones, var1 = triaxial angular velocity , var2 = identifier )"
cor of triaxial angular velocity and triaxial acceleration in smartphones df,"corr ( data = smartphones, var1 = triaxial angular velocity , var2 = triaxial acceleration )"
correlation between triaxial angular velocity with 561_feature in smartphones data,"corr ( data = smartphones, var1 = triaxial angular velocity , var2 = 561_feature )"
scatter plot between triaxial angular velocity with triaxial acceleration in smartphones,"scatterplot ( data = smartphones, var1 = triaxial angular velocity , var2 = triaxial acceleration )"
cor between triaxial angular velocity with label in data smartphones,"corr ( data = smartphones, var1 = triaxial angular velocity , var2 = label )"
cor of triaxial angular velocity with triaxial acceleration in dataset smartphones,"corr ( data = smartphones, var1 = triaxial angular velocity , var2 = triaxial acceleration )"
corr between triaxial angular velocity with label in smartphones,"corr ( data = smartphones, var1 = triaxial angular velocity , var2 = label )"
scatterplot between triaxial angular velocity and label in smartphones df,"scatterplot ( data = smartphones, var1 = triaxial angular velocity , var2 = label )"
scatter plot between triaxial angular velocity and triaxial acceleration in smartphones df,"scatterplot ( data = smartphones, var1 = triaxial angular velocity , var2 = triaxial acceleration )"
corr between triaxial angular velocity with identifier in df smartphones,"corr ( data = smartphones, var1 = triaxial angular velocity , var2 = identifier )"
store smartphones data  in df,load ( data = smartphones )
load smartphones dataset  in data,load ( data = smartphones )
load smartphones dataset  and store in d,load ( data = smartphones )
store smartphones  ,load ( data = smartphones )
store smartphones df  in data,load ( data = smartphones )
highest of the 561_feature in smartphones df,"maximum ( data = smartphones , var1 = 561_feature )"
amount of 561_feature in smartphones dataset,"summation ( data = smartphones , var1 = 561_feature )"
distribution of 561_feature in df smartphones,"histogram ( data = smartphones , var1 = 561_feature )"
correlation of 561_feature in smartphones,"corr ( data = smartphones , var1 = 561_feature )"
deviation of 561_feature in df smartphones,"std ( data = smartphones , var1 = 561_feature )"
typical of 561_feature in smartphones data base,"mean ( data = smartphones , var1 = 561_feature )"
quantile of 561_feature in smartphones data,"quantile ( data = smartphones , var1 = 561_feature )"
quantity of 561_feature in dataset smartphones,"summation ( data = smartphones , var1 = 561_feature )"
ranges of the 561_feature in smartphones data,"ranges ( data = smartphones , var1 = 561_feature )"
deviation of the 561_feature in smartphones df,"std ( data = smartphones , var1 = 561_feature )"
corr of the 561_feature in smartphones,"corr ( data = smartphones , var1 = 561_feature )"
distribution of the 561_feature in smartphones data,"histogram ( data = smartphones , var1 = 561_feature )"
variance of the 561_feature in smartphones df,"variance ( data = smartphones , var1 = 561_feature )"
sd of 561_feature in smartphones data,"std ( data = smartphones , var1 = 561_feature )"
correlation of the 561_feature in df smartphones,"corr ( data = smartphones , var1 = 561_feature )"
hist of the 561_feature in smartphones data,"histogram ( data = smartphones , var1 = 561_feature )"
variance of 561_feature in smartphones,"variance ( data = smartphones , var1 = 561_feature )"
ranges of 561_feature in smartphones data base,"ranges ( data = smartphones , var1 = 561_feature )"
hist of 561_feature in df smartphones,"histogram ( data = smartphones , var1 = 561_feature )"
corr of 561_feature in data smartphones,"corr ( data = smartphones , var1 = 561_feature )"
correlation of the 561_feature in smartphones df,"corr ( data = smartphones , var1 = 561_feature )"
mean of 561_feature in dataset smartphones,"mean ( data = smartphones , var1 = 561_feature )"
standard deviation of the 561_feature in smartphones data,"std ( data = smartphones , var1 = 561_feature )"
range of 561_feature in smartphones dataset,"ranges ( data = smartphones , var1 = 561_feature )"
amount of the 561_feature in data smartphones,"summation ( data = smartphones , var1 = 561_feature )"
min of 561_feature in smartphones,"minimum ( data = smartphones , var1 = 561_feature )"
sparsity of 561_feature in smartphones data base,"std ( data = smartphones , var1 = 561_feature )"
correlation of 561_feature in smartphones dataset,"corr ( data = smartphones , var1 = 561_feature )"
corr of 561_feature in df smartphones,"corr ( data = smartphones , var1 = 561_feature )"
histogram of 561_feature in data smartphones,"histogram ( data = smartphones , var1 = 561_feature )"
correlation of smartphones,corr ( data = smartphones )
Number of data  561_feature larger than or same as 59.251262590324416 ,"greater_eq ( data = smartphones , var1 = 561_feature , val = 59.251262590324416 )"
Number of info where 561_feature higher than or equal to 87.07007483163005 ,"greater_eq ( data = smartphones , var1 = 561_feature , val = 87.07007483163005 )"
Number of data with 561_feature greater than or equal to 66.79335291590044 df,"greater_eq ( data = smartphones , var1 = 561_feature , val = 66.79335291590044 )"
How many data with 561_feature higher than or same as -88.17382779817946 ,"greater_eq ( data = smartphones , var1 = 561_feature , val = -88.17382779817946 )"
How many entries where 561_feature bigger than or equal to 28.942219772994548 data,"greater_eq ( data = smartphones , var1 = 561_feature , val = 28.942219772994548 )"
Number of data  561_feature higher than or equal to 28.33239642000342 dataset,"greater_eq ( data = smartphones , var1 = 561_feature , val = 28.33239642000342 )"
Number of data  561_feature is 26.220373680573857 df,"equal ( data = smartphones , var1 = 561_feature , val = 26.220373680573857 )"
How many entries where 561_feature larger than 93.35769270561417 ,"greater ( data = smartphones , var1 = 561_feature , val = 93.35769270561417 )"
Number of entries  561_feature  >  -28.53314588929652 data,"greater ( data = smartphones , var1 = 561_feature , val = -28.53314588929652 )"
How many rows  561_feature lower than or same as 6.436814793858318 df,"less_eq ( data = smartphones , var1 = 561_feature , val = 6.436814793858318 )"
Number of info where 561_feature bigger than 55.13542384528293 dataset,"greater ( data = smartphones , var1 = 561_feature , val = 55.13542384528293 )"
Number of rows where 561_feature higher than or same as 48.114803249584895 ,"greater_eq ( data = smartphones , var1 = 561_feature , val = 48.114803249584895 )"
How many entries where 561_feature > 17.94693102575171 df,"greater ( data = smartphones , var1 = 561_feature , val = 17.94693102575171 )"
How many info where 561_feature bigger than or same as 69.32274978973442 data,"greater_eq ( data = smartphones , var1 = 561_feature , val = 69.32274978973442 )"
Number of rows where 561_feature  ==  36.522467669335754 df,"equal ( data = smartphones , var1 = 561_feature , val = 36.522467669335754 )"
How many info where 561_feature is 7.754653781178391 ,"equal ( data = smartphones , var1 = 561_feature , val = 7.754653781178391 )"
Number of data with 561_feature greater than or equal to 80.32992277098259 dataset,"greater_eq ( data = smartphones , var1 = 561_feature , val = 80.32992277098259 )"
Number of data  561_feature greater than 86.87986163588283 dataset,"greater ( data = smartphones , var1 = 561_feature , val = 86.87986163588283 )"
How many rows where 561_feature smaller than or same as 69.16126242218911 data,"less_eq ( data = smartphones , var1 = 561_feature , val = 69.16126242218911 )"
How many info with 561_feature equal to -38.66822173770259 ,"equal ( data = smartphones , var1 = 561_feature , val = -38.66822173770259 )"
corr between 561_feature with identifier in smartphones,"corr ( data = smartphones, var1 = 561_feature , var2 = identifier )"
correlation between 561_feature and triaxial acceleration in smartphones dataset,"corr ( data = smartphones, var1 = 561_feature , var2 = triaxial acceleration )"
scatterplot of 561_feature and triaxial acceleration in data smartphones,"scatterplot ( data = smartphones, var1 = 561_feature , var2 = triaxial acceleration )"
correlation of 561_feature and label in smartphones,"corr ( data = smartphones, var1 = 561_feature , var2 = label )"
scatterplot between 561_feature with label in smartphones data base,"scatterplot ( data = smartphones, var1 = 561_feature , var2 = label )"
cor between 561_feature with triaxial angular velocity in smartphones,"corr ( data = smartphones, var1 = 561_feature , var2 = triaxial angular velocity )"
scatter plot between 561_feature with identifier in smartphones df,"scatterplot ( data = smartphones, var1 = 561_feature , var2 = identifier )"
scatterplot of 561_feature with triaxial acceleration in smartphones dataset,"scatterplot ( data = smartphones, var1 = 561_feature , var2 = triaxial acceleration )"
cor between 561_feature and triaxial acceleration in smartphones data base,"corr ( data = smartphones, var1 = 561_feature , var2 = triaxial acceleration )"
cor between 561_feature with label in smartphones,"corr ( data = smartphones, var1 = 561_feature , var2 = label )"
store smartphones df  and store in variable {data}_data,load ( data = smartphones )
store smartphones data  in {data}_data,load ( data = smartphones )
load smartphones df  in {data}df,load ( data = smartphones )
store smartphones df ,load ( data = smartphones )
load smartphones df  in {data}df,load ( data = smartphones )
highest of the label in smartphones df,"maximum ( data = smartphones , var1 = label )"
max of label in smartphones dataset,"maximum ( data = smartphones , var1 = label )"
sd of the label in smartphones df,"std ( data = smartphones , var1 = label )"
minimum of label in smartphones df,"minimum ( data = smartphones , var1 = label )"
aggregate of label in smartphones data,"summation ( data = smartphones , var1 = label )"
cor of the label in smartphones,"corr ( data = smartphones , var1 = label )"
highest of the label in smartphones dataset,"maximum ( data = smartphones , var1 = label )"
deviation of label in data smartphones,"std ( data = smartphones , var1 = label )"
spans of label in df smartphones,"ranges ( data = smartphones , var1 = label )"
sparsity of the label in smartphones data,"variance ( data = smartphones , var1 = label )"
mean of label in smartphones,"mean ( data = smartphones , var1 = label )"
hist of the label in smartphones data,"histogram ( data = smartphones , var1 = label )"
maximum of the label in smartphones,"maximum ( data = smartphones , var1 = label )"
boxplot of the label in df smartphones,"boxplot ( data = smartphones , var1 = label )"
standard deviation of label in df smartphones,"std ( data = smartphones , var1 = label )"
aggregate of the label in smartphones data base,"summation ( data = smartphones , var1 = label )"
var of label in data smartphones,"variance ( data = smartphones , var1 = label )"
variance of the label in df smartphones,"variance ( data = smartphones , var1 = label )"
span of the label in smartphones dataset,"ranges ( data = smartphones , var1 = label )"
sparsity of the label in smartphones dataset,"variance ( data = smartphones , var1 = label )"
standard deviation of the label in df smartphones,"std ( data = smartphones , var1 = label )"
deviation of label in smartphones,"std ( data = smartphones , var1 = label )"
deviation of label in smartphones data base,"std ( data = smartphones , var1 = label )"
boxplot of label in smartphones data base,"boxplot ( data = smartphones , var1 = label )"
hist of the label in data smartphones,"histogram ( data = smartphones , var1 = label )"
typical of the label in dataset smartphones,"mean ( data = smartphones , var1 = label )"
boxplot of the label in smartphones data base,"boxplot ( data = smartphones , var1 = label )"
variance of the label in dataset smartphones,"variance ( data = smartphones , var1 = label )"
typical of the label in dataset smartphones,"mean ( data = smartphones , var1 = label )"
sum of the label in smartphones,"summation ( data = smartphones , var1 = label )"
correlation of the smartphones,corr ( data = smartphones )
How many entries where label larger than or equal to 59.59648019032187 dataset,"greater_eq ( data = smartphones , var1 = label , val = 59.59648019032187 )"
Number of rows where label larger than -13.545637981337165 df,"greater ( data = smartphones , var1 = label , val = -13.545637981337165 )"
How many entries where label smaller than or same as -22.90173928146757 ,"less_eq ( data = smartphones , var1 = label , val = -22.90173928146757 )"
Number of entries where label <= -33.726167129922715 dataset,"less_eq ( data = smartphones , var1 = label , val = -33.726167129922715 )"
Number of entries  label less than or equal to -13.560564264684174 data,"less_eq ( data = smartphones , var1 = label , val = -13.560564264684174 )"
How many data  label greater than or same as -65.92729950023788 dataset,"greater_eq ( data = smartphones , var1 = label , val = -65.92729950023788 )"
How many data with label == -15.169564454665306 dataset,"equal ( data = smartphones , var1 = label , val = -15.169564454665306 )"
Number of entries with label equal to -45.773328998796245 df,"equal ( data = smartphones , var1 = label , val = -45.773328998796245 )"
Number of rows  label bigger than or same as -25.88357890995529 data,"greater_eq ( data = smartphones , var1 = label , val = -25.88357890995529 )"
How many rows where label  >  90.3735815071966 df,"greater ( data = smartphones , var1 = label , val = 90.3735815071966 )"
How many data  label > -22.33626052553403 ,"greater ( data = smartphones , var1 = label , val = -22.33626052553403 )"
How many entries where label greater than -51.8299344079028 ,"greater ( data = smartphones , var1 = label , val = -51.8299344079028 )"
Number of entries  label greater than -50.97496853192571 dataset,"greater ( data = smartphones , var1 = label , val = -50.97496853192571 )"
How many entries with label higher than 49.56513260464385 df,"greater ( data = smartphones , var1 = label , val = 49.56513260464385 )"
Number of data where label >= 14.717339819318937 df,"greater_eq ( data = smartphones , var1 = label , val = 14.717339819318937 )"
How many entries with label  =  -59.19293308029516 dataset,"equal ( data = smartphones , var1 = label , val = -59.19293308029516 )"
Number of rows with label less than or same as 31.220778345833622 data,"less_eq ( data = smartphones , var1 = label , val = 31.220778345833622 )"
Number of data with label > -26.61678427515868 df,"greater ( data = smartphones , var1 = label , val = -26.61678427515868 )"
Number of rows  label lower than 80.24387773628865 data,"less ( data = smartphones , var1 = label , val = 80.24387773628865 )"
Number of rows with label is -88.45662864828567 ,"equal ( data = smartphones , var1 = label , val = -88.45662864828567 )"
cor between label with triaxial angular velocity in data smartphones,"corr ( data = smartphones, var1 = label , var2 = triaxial angular velocity )"
scatterplot between label with triaxial angular velocity in df smartphones,"scatterplot ( data = smartphones, var1 = label , var2 = triaxial angular velocity )"
scatter plot between label and identifier in df smartphones,"scatterplot ( data = smartphones, var1 = label , var2 = identifier )"
correlation of label with 561_feature in smartphones data base,"corr ( data = smartphones, var1 = label , var2 = 561_feature )"
cor between label and 561_feature in smartphones dataset,"corr ( data = smartphones, var1 = label , var2 = 561_feature )"
scatterplot between label with 561_feature in data smartphones,"scatterplot ( data = smartphones, var1 = label , var2 = 561_feature )"
corr of label and triaxial acceleration in smartphones,"corr ( data = smartphones, var1 = label , var2 = triaxial acceleration )"
scatter plot between label and identifier in smartphones df,"scatterplot ( data = smartphones, var1 = label , var2 = identifier )"
cor of label with triaxial acceleration in smartphones df,"corr ( data = smartphones, var1 = label , var2 = triaxial acceleration )"
